0.00032782554626464844 0 0 
0.019550561904907227 0 0 
0.025200366973876953 0 2 
0.03156256675720215 1 2 
0.03703117370605469 1 2 
0.043474435806274414 2 37 
0.0496068000793457 3 97 
0.05522322654724121 4 129 
0.06262755393981934 6 156 
0.06912350654602051 8 244 
0.07483172416687012 10 296 
0.08109426498413086 12 314 
0.08661270141601562 15 374 
0.0931694507598877 17 396 
0.09944868087768555 20 432 
0.10515046119689941 23 475 
0.11269593238830566 27 508 
0.11899971961975098 31 547 
0.1311635971069336 39 614 
0.13669347763061523 44 652 
0.14343667030334473 49 686 
0.1497495174407959 53 697 
0.15544772148132324 56 733 
0.1631765365600586 62 768 
0.1693105697631836 67 798 
0.1750648021697998 72 810 
0.1814126968383789 79 830 
0.18717217445373535 84 848 
0.19354248046875 89 871 
0.1997239589691162 95 890 
0.20543527603149414 99 902 
0.21283245086669922 106 921 
0.21909856796264648 112 936 
0.2252199649810791 118 950 
0.23191547393798828 125 958 
0.23834943771362305 131 968 
0.24386954307556152 137 982 
0.25032544136047363 143 997 
0.255826473236084 149 1004 
0.2634541988372803 157 1010 
0.269634485244751 164 1019 
0.2753331661224365 168 1027 
0.2818734645843506 176 1033 
0.2883594036102295 183 1039 
0.29482007026672363 189 1048 
0.3011150360107422 195 1051 
0.3066399097442627 203 1054 
0.31446027755737305 210 1061 
0.3206608295440674 217 1069 
0.3259859085083008 223 1071 
0.3331480026245117 229 1079 
0.3392908573150635 236 1081 
0.3450033664703369 243 1081 
0.35131287574768066 249 1084 
0.3567323684692383 258 1086 
0.3646061420440674 264 1089 
0.37096071243286133 271 1092 
0.3765730857849121 277 1095 
0.38313817977905273 284 1095 
0.38932037353515625 291 1092 
0.3950634002685547 297 1094 
0.40140581130981445 306 1096 
0.4070298671722412 313 1099 
0.41452884674072266 319 1099 
0.4207744598388672 325 1099 
0.4263765811920166 333 1099 
0.4335179328918457 341 1097 
0.4408237934112549 348 1102 
0.44652676582336426 355 1102 
0.45299267768859863 361 1102 
0.45922064781188965 367 1105 
0.4656846523284912 377 1104 
0.4725062847137451 383 1105 
0.4788081645965576 389 1104 
0.48455309867858887 396 1105 
0.49091148376464844 403 1106 
0.49649906158447266 409 1106 
0.502995491027832 416 1106 
0.50931715965271 423 1109 
0.5158309936523438 432 1108 
0.5226418972015381 439 1108 
0.5340132713317871 452 1109 
0.5405213832855225 459 1109 
0.5458755493164062 465 1109 
0.5528802871704102 472 1110 
0.5592994689941406 479 1109 
0.5649988651275635 487 1108 
0.5725040435791016 494 1109 
0.5787904262542725 501 1108 
0.5845451354980469 507 1110 
0.5907621383666992 514 1110 
0.5963828563690186 521 1110 
0.6028783321380615 527 1109 
0.6092824935913086 534 1111 
0.6149990558624268 541 1111 
0.6226208209991455 549 1111 
0.6288571357727051 556 1110 
0.6350133419036865 563 1111 
0.6413483619689941 569 1111 
0.6469647884368896 579 1112 
0.6533653736114502 583 1113 
0.6595542430877686 592 1112 
0.6652543544769287 596 1113 
0.6727900505065918 605 1114 
0.6790637969970703 612 1115 
0.684786319732666 619 1114 
0.6909608840942383 625 1114 
0.6966161727905273 632 1114 
0.703148603439331 639 1115 
0.7092728614807129 645 1114 
0.7150087356567383 652 1116 
0.7224464416503906 661 1112 
0.7288358211517334 667 1116 
0.7345643043518066 674 1116 
0.741774320602417 683 1114 
0.7484719753265381 690 1116 
0.7539730072021484 697 1116 
0.7617146968841553 705 1116 
0.7711660861968994 715 1115 
0.7793159484863281 723 1116 
0.786689043045044 735 1116 
0.7955367565155029 743 1116 
0.8038487434387207 752 1116 
0.811978816986084 761 1116 
0.8217577934265137 773 1117 
0.8297126293182373 781 1115 
0.8354346752166748 786 1115 
0.8426086902618408 795 1117 
0.8495447635650635 804 1115 
0.8554987907409668 808 1116 
0.8620030879974365 817 1116 
0.8686027526855469 824 1117 
0.8750026226043701 831 1116 
0.8815672397613525 839 1116 
0.8870856761932373 846 1117 
0.893474817276001 853 1117 
0.8996548652648926 859 1117 
0.9053943157196045 864 1116 
0.9122750759124756 873 1117 
0.918525218963623 879 1113 
0.9250607490539551 887 1117 
0.9351940155029297 897 1116 
0.9423532485961914 907 1117 
0.9488029479980469 913 1117 
0.9545552730560303 920 1116 
0.960874080657959 927 1118 
0.9664931297302246 933 1118 
0.9742991924285889 942 1118 
0.9805505275726318 949 1121 
0.9859213829040527 956 1120 
0.9926741123199463 963 1120 
0.9989299774169922 969 1122 
1.0046899318695068 976 1123 
