0.028414487838745117,0,114
0.177138090133667,12,710
0.26395416259765625,65,785
0.3170468807220459,106,823
0.3722958564758301,150,841
0.4269402027130127,199,657
0.4828529357910156,238,189
0.5401175022125244,256,-401
0.5959501266479492,238,-654
0.6523654460906982,204,-665
0.7171227931976318,155,-337
0.784367561340332,133,433
0.8562822341918945,154,697
0.9245736598968506,200,575
1.0248277187347412,272,188
1.0781464576721191,282,-451
1.1409811973571777,250,-714
1.220226526260376,209,-649
1.2805697917938232,166,-366
1.3360860347747803,142,244
1.3947150707244873,150,618
1.4505283832550049,182,687
1.5030667781829834,220,528
1.556656837463379,250,-56
1.6126296520233154,252,-593
1.6881091594696045,214,-668
1.7424066066741943,177,-434
1.7961561679840088,150,169
1.852653980255127,153,578
1.9059185981750488,180,690
1.9642047882080078,220,451
2.03432559967041,256,-197
2.0872702598571777,248,-585
2.1439197063446045,221,-699
2.1976683139801025,181,-558
2.252410411834717,151,139
2.3301172256469727,154,612
2.385817050933838,185,720
2.4442927837371826,226,461
2.5033175945281982,258,-123
2.5600075721740723,252,-601
2.6259546279907227,217,-690
2.693131446838379,167,-288
2.777257204055786,128,474
2.8567304611206055,150,704
2.916809320449829,190,750
2.97186279296875,232,459
3.027644157409668,260,-195
3.0806872844696045,258,-569
3.1363632678985596,230,-727
3.1987879276275635,187,-570
3.253171920776367,149,48
3.3141379356384277,145,548
3.3720927238464355,171,716
3.433800220489502,214,643
3.4866855144500732,250,108
3.540426731109619,261,-436
3.5929179191589355,242,-658
3.646331310272217,211,-658
3.7091095447540283,166,-334
3.762289047241211,144,231
3.8150360584259033,154,605
3.874105453491211,185,683
3.9316561222076416,225,449
3.984384298324585,254,-179
4.037111043930054,250,-558
4.0920164585113525,224,-685
4.144559860229492,190,-552
4.198675155639648,156,-43
4.256540060043335,148,494
4.3108229637146,176,728
4.393120050430298,234,568
4.482012748718262,284,-112
4.538070917129517,282,-559
4.590786695480347,258,-711
4.645005464553833,219,-728
4.697625398635864,183,-441
4.754806041717529,151,115
4.807063341140747,153,562
4.861787796020508,179,647
4.914433240890503,213,330
4.96682071685791,237,-131
5.02027702331543,233,-566
5.074311256408691,206,-508
5.126713037490845,177,-236
5.180910110473633,166,418
5.232980966567993,182,552
5.28528094291687,210,287
5.337261438369751,231,-179
5.390369892120361,228,-577
5.4467573165893555,200,-797
6.6187217235565186,-736,-280
6.671846389770508,-754,372
6.7248876094818115,-734,724
6.813918590545654,-683,792
6.8727171421051025,-634,831
6.9317357540130615,-588,846
6.984821081161499,-543,846
7.037062168121338,-499,851
7.091116905212402,-453,851
7.173067092895508,-376,856
7.242838144302368,-318,852
7.296732425689697,-279,858
7.353004455566406,-221,852
7.405866622924805,-180,857
7.472920894622803,-120,852
7.533041715621948,-74,851
7.590669631958008,-24,854
7.670693874359131,46,853
7.723028182983398,86,852
7.779236555099487,134,853
7.836879014968872,186,757
7.922569513320923,252,373
8.009682893753052,298,-262
8.06720757484436,290,-616
8.13002347946167,257,-742
8.187165021896362,214,-733
8.254130363464355,166,-430
8.321863651275635,130,129
8.379035234451294,136,597
8.431781768798828,164,743
8.491856813430786,206,655
8.563581705093384,257,264
8.621552467346191,266,-474
8.676637172698975,247,-679
8.731669664382935,211,-593
8.790027379989624,174,-329
8.842667818069458,152,160
8.899270296096802,162,622
8.95195984840393,192,612
9.00491976737976,227,243
9.057222127914429,245,-268
9.11060905456543,234,-617
9.1663076877594,202,-548
9.220316886901855,170,-241
9.272712230682373,157,460
9.332479000091553,177,664
9.395873785018921,217,519
9.456218004226685,252,-24
9.513054847717285,253,-530
9.57182502746582,226,-717
9.650673866271973,168,-483
9.7129385471344,134,259
9.777307033538818,145,700
9.870832204818726,204,646
9.96613097190857,262,168
end
